City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
161,Petropavlovsk-Kamchatskiy,53.0452,158.6483,35.6,100,90,2.24,RU,2021-04-27 02:48:13
162,Dongsheng,39.8161,109.9776,45.03,15,0,24.54,CN,2021-04-27 02:48:13
163,Bethel,41.3712,-73.414,50.0,32,1,4.16,US,2021-04-27 02:48:13
164,Taoudenni,22.6783,-3.9836,86.94,14,6,9.46,ML,2021-04-27 02:48:14
165,Port Augusta,-32.5,137.7667,69.8,64,0,6.91,AU,2021-04-27 02:48:14
166,San Patricio,28.017,-97.5169,73.99,88,90,13.8,US,2021-04-27 02:48:14
167,Wewak,-3.5534,143.6268,82.98,79,18,3.87,PG,2021-04-27 02:48:15
168,Mahebourg,-20.4081,57.7,77.0,88,75,8.05,MU,2021-04-27 02:43:35
169,Saint-Philippe,-21.3585,55.7679,75.2,78,90,17.27,RE,2021-04-27 02:48:15
170,Anzio,41.4853,12.6179,61.0,75,55,4.0,IT,2021-04-27 02:48:15
171,Cidreira,-30.1811,-50.2056,61.5,79,1,9.51,BR,2021-04-27 02:48:16
172,Puerto Suarez,-18.95,-57.8,66.49,73,4,3.51,BO,2021-04-27 02:48:16
173,Ambovombe,-25.1667,46.0833,69.31,86,0,4.18,MG,2021-04-27 02:48:16
174,San Andres Del Rabanedo,42.6117,-5.6167,48.99,93,20,5.75,ES,2021-04-27 02:48:16
175,Thompson,55.7435,-97.8558,44.6,57,75,9.22,CA,2021-04-27 02:48:17
176,Cape Town,-33.9258,18.4232,63.0,94,90,3.44,ZA,2021-04-27 02:48:11
177,Cayenne,4.9333,-52.3333,75.99,100,75,6.91,GF,2021-04-27 02:48:17
178,Manta,-0.95,-80.7333,77.0,83,0,8.05,EC,2021-04-27 02:48:17
179,Namibe,-15.1961,12.1522,74.03,74,11,6.2,AO,2021-04-27 02:45:58
180,Odienne,9.51,-7.5692,74.68,83,100,4.21,CI,2021-04-27 02:48:18
181,Seoul,37.5683,126.9778,64.4,45,0,5.75,KR,2021-04-27 02:44:33
182,Mayo,38.8876,-76.5119,53.6,66,1,5.06,US,2021-04-27 02:48:18
183,Port Lincoln,-34.7333,135.8667,69.42,53,0,5.26,AU,2021-04-27 02:48:18
184,Anloga,5.7947,0.8973,84.2,84,40,5.75,GH,2021-04-27 02:48:19
185,Eresos,39.1667,25.9333,51.8,76,0,5.75,GR,2021-04-27 02:48:19
186,Adre,13.4667,22.2,77.29,11,62,13.58,TD,2021-04-27 02:48:19
187,Hovd,48.0056,91.6419,43.29,19,33,1.72,MN,2021-04-27 02:47:20
188,Beringovskiy,63.05,179.3167,33.51,94,79,3.13,RU,2021-04-27 02:45:46
189,Kloulklubed,7.0419,134.2556,82.4,78,90,13.8,PW,2021-04-27 02:46:56
190,Boende,-0.2167,20.8667,74.64,89,97,1.63,CD,2021-04-27 02:48:20
191,Eyl,7.9803,49.8164,81.97,75,72,1.83,SO,2021-04-27 02:48:20
192,Acari,-15.4311,-74.6158,69.64,83,33,1.54,PE,2021-04-27 02:48:21
193,Port Blair,11.6667,92.75,85.42,62,86,2.26,IN,2021-04-27 02:48:21
194,Liverpool,53.4106,-2.9779,51.8,76,100,8.05,GB,2021-04-27 02:45:48
195,Awjilah,29.1081,21.2869,65.79,34,2,4.09,LY,2021-04-27 02:48:21
196,Muscat,23.6139,58.5922,87.8,20,0,5.75,OM,2021-04-27 02:48:21
197,San Luis,-33.295,-66.3356,56.82,68,0,6.24,AR,2021-04-27 02:48:22
198,Plettenberg Bay,-34.0527,23.3716,59.14,91,12,2.51,ZA,2021-04-27 02:45:49
199,Pangnirtung,66.1451,-65.7125,31.84,97,97,2.39,CA,2021-04-27 02:48:22
200,Vila Franca Do Campo,37.7167,-25.4333,59.0,82,75,9.22,PT,2021-04-27 02:48:22
201,Aklavik,68.2191,-135.0107,23.0,42,77,5.75,CA,2021-04-27 02:48:23
202,Marienburg,54.0359,19.0266,37.0,67,93,6.53,PL,2021-04-27 02:48:23
203,Belyy Yar,53.6039,91.3903,46.4,39,0,2.24,RU,2021-04-27 02:48:23
204,Coihaique,-45.5752,-72.0662,53.6,82,75,10.36,CL,2021-04-27 02:48:24
205,Saint-Pierre,-21.3393,55.4781,75.2,78,90,17.27,RE,2021-04-27 02:48:24
206,Homer,59.6425,-151.5483,53.6,32,1,13.8,US,2021-04-27 02:48:24
207,Ahipara,-35.1667,173.1667,63.72,73,69,9.22,NZ,2021-04-27 02:48:25
208,Lakes Entrance,-37.8811,147.981,62.01,67,19,3.0,AU,2021-04-27 02:48:25
209,Santa Rosa,14.3122,121.1114,86.0,70,85,1.99,PH,2021-04-27 02:48:25
210,Walvis Bay,-22.9575,14.5053,61.0,94,29,4.61,NA,2021-04-27 02:48:26
211,Oktyabrskoye,43.0645,44.7417,48.2,93,100,4.47,RU,2021-04-27 02:48:26
212,Homa Bay,-0.5273,34.4571,66.56,88,100,2.93,KE,2021-04-27 02:48:26
213,Vardo,70.3705,31.1107,30.2,80,75,9.22,NO,2021-04-27 02:48:27
214,Mount Gambier,-37.8333,140.7667,59.0,72,90,5.75,AU,2021-04-27 02:48:27
215,Seydi,39.4816,62.9137,73.87,22,0,8.52,TM,2021-04-27 02:48:27
216,Hamilton,39.1834,-84.5333,62.01,71,1,8.12,US,2021-04-27 02:48:28
217,Solnechnyy,50.7214,136.6319,57.54,29,100,10.11,RU,2021-04-27 02:48:28
218,Riyadh,24.6877,46.7219,75.2,22,0,8.25,SA,2021-04-27 02:48:28
219,Varhaug,58.6147,5.6457,35.6,87,0,4.85,NO,2021-04-27 02:48:29
220,Garden City,42.3256,-83.331,48.2,49,75,8.05,US,2021-04-27 02:48:29
221,Touros,-5.1989,-35.4608,77.0,83,20,3.44,BR,2021-04-27 02:48:29
222,Saint-Joseph,-21.3667,55.6167,75.2,78,90,17.27,RE,2021-04-27 02:48:29
223,Kadom,54.5592,42.4675,39.78,86,100,11.23,RU,2021-04-27 02:48:30
224,Cairns,-16.9167,145.7667,81.0,78,90,10.36,AU,2021-04-27 02:46:44
225,Troitskiy,57.0603,63.7481,45.48,53,13,12.55,RU,2021-04-27 02:48:30
226,Bengkulu,-3.8004,102.2655,83.98,65,25,2.55,ID,2021-04-27 02:48:30
227,Mislinja,46.4411,15.1956,39.0,90,100,1.5,SI,2021-04-27 02:48:31
228,Kaitangata,-46.2817,169.8464,48.99,67,99,8.01,NZ,2021-04-27 02:43:59
229,Khash,28.2211,61.2158,73.6,24,27,2.59,IR,2021-04-27 02:48:31
230,Doka,13.5167,35.7667,77.43,58,98,5.26,SD,2021-04-27 02:48:31
231,Severo-Kurilsk,50.6789,156.125,32.56,99,100,15.55,RU,2021-04-27 02:46:10
232,Bentiu,9.2333,29.8333,75.79,74,41,6.42,SS,2021-04-27 02:48:32
233,Jalu,29.0331,21.5482,65.89,33,1,4.63,LY,2021-04-27 02:48:32
234,Hithadhoo,-0.6,73.0833,82.56,61,6,2.73,MV,2021-04-27 02:43:34
235,Yevlax,40.6089,47.1492,60.98,61,98,21.61,AZ,2021-04-27 02:48:32
236,Grindavik,63.8424,-22.4338,42.8,93,75,2.3,IS,2021-04-27 02:45:49
237,Nagato,34.3833,131.2,68.0,45,75,10.36,JP,2021-04-27 02:48:33
238,Evensk,61.95,159.2333,24.06,80,42,3.51,RU,2021-04-27 02:48:33
239,Fare,-16.7,-151.0167,81.64,65,8,3.71,PF,2021-04-27 02:48:33
240,Kudahuvadhoo,2.6708,72.8944,82.8,73,66,4.81,MV,2021-04-27 02:47:23
241,Bambous Virieux,-20.3428,57.7575,77.0,88,75,8.05,MU,2021-04-27 02:46:25
242,Kiama,-34.6833,150.8667,73.99,61,6,4.0,AU,2021-04-27 02:48:34
243,Gushikawa,26.3544,127.8686,75.2,53,40,14.97,JP,2021-04-27 02:46:09
244,Northam,51.0333,-4.2167,44.01,90,22,3.53,GB,2021-04-27 02:48:34
245,Fortuna,40.5982,-124.1573,52.0,71,1,9.22,US,2021-04-27 02:48:35
246,Yonago,35.4333,133.3333,68.0,26,75,3.44,JP,2021-04-27 02:48:35
247,Dehloran,32.6941,47.2679,84.42,20,100,11.88,IR,2021-04-27 02:48:35
248,Tommot,58.9564,126.2925,36.39,96,100,10.22,RU,2021-04-27 02:48:35
249,Mortka,59.3322,66.0214,42.19,61,63,12.28,RU,2021-04-27 02:48:36
250,Hailar,49.2,119.7,44.26,38,100,25.9,CN,2021-04-27 02:47:05
251,Komsomolskiy,40.4272,71.7189,71.6,30,0,2.3,UZ,2021-04-27 02:48:36
252,Araouane,18.9048,-3.5265,87.06,15,23,8.97,ML,2021-04-27 02:48:37
253,Caucasia,7.9865,-75.1935,76.39,91,100,7.83,CO,2021-04-27 02:48:37
254,Panzhihua,26.5851,101.7128,82.04,33,0,1.81,CN,2021-04-27 02:48:37
255,Nanortalik,60.1432,-45.2371,34.16,93,74,10.2,GL,2021-04-27 02:48:37
256,Vila Velha,-20.3297,-40.2925,75.2,94,20,2.3,BR,2021-04-27 02:48:38
257,Autazes,-3.5797,-59.1306,72.54,98,100,0.87,BR,2021-04-27 02:48:38
258,Geraldton,-28.7667,114.6,82.4,26,22,4.61,AU,2021-04-27 02:48:38
259,Kutum,14.2,24.6667,70.83,15,99,7.85,SD,2021-04-27 02:48:39
260,Arlit,18.7369,7.3853,86.63,11,49,7.47,NE,2021-04-27 02:48:39
261,Matola,-25.9622,32.4589,70.0,94,0,4.61,MZ,2021-04-27 02:48:39
262,La Rioja,42.25,-2.5,53.6,94,40,1.95,ES,2021-04-27 02:48:39
263,Marfino,55.7028,37.3822,37.0,80,0,4.47,RU,2021-04-27 02:48:40
264,Coahuayana,18.7333,-103.6833,72.81,79,87,1.3,MX,2021-04-27 02:45:44
265,Trincomalee,8.5711,81.2335,82.33,73,14,3.15,LK,2021-04-27 02:48:40
266,Itacoatiara,-3.1431,-58.4442,73.47,97,100,0.89,BR,2021-04-27 02:43:46
267,Gympie,-26.1898,152.665,73.0,67,54,3.0,AU,2021-04-27 02:45:30
268,Paungde,18.4833,95.5,91.02,47,26,7.54,MM,2021-04-27 02:48:41
269,Camacha,33.0833,-16.3333,62.6,82,40,11.5,PT,2021-04-27 02:48:41
270,Kahama,-3.8333,32.6,62.2,97,95,0.47,TZ,2021-04-27 02:48:41
271,Provideniya,64.3833,-173.3,39.2,65,0,4.47,RU,2021-04-27 02:48:41
272,Puerto Escondido,15.85,-97.0667,82.08,76,23,6.6,MX,2021-04-27 02:46:14
273,Kirakira,-10.4544,161.9205,85.12,68,33,1.41,SB,2021-04-27 02:48:42
274,Mago,53.2514,140.1822,49.3,55,81,2.71,RU,2021-04-27 02:48:42
275,Tahe,52.3333,124.7333,60.48,22,35,14.85,CN,2021-04-27 02:48:42
276,Uthal,25.8072,66.6219,85.91,38,5,4.27,PK,2021-04-27 02:48:43
277,Katsuura,35.1333,140.3,63.0,55,20,6.91,JP,2021-04-27 02:48:43
278,Mugur-Aksy,50.35,90.5,33.58,39,100,4.27,RU,2021-04-27 02:48:43
279,Norman Wells,65.282,-126.8329,17.6,35,75,3.44,CA,2021-04-27 02:48:44
280,Qiryat Gat,31.61,34.7642,61.0,100,82,5.93,IL,2021-04-27 02:47:04
281,Cabedelo,-6.9811,-34.8339,75.2,94,20,3.44,BR,2021-04-27 02:48:44
282,Kuri,37.5986,127.1394,64.4,51,75,1.14,KR,2021-04-27 02:48:44
283,Codrington,-38.2667,141.9667,62.1,58,90,5.75,AU,2021-04-27 02:48:45
284,Sakaiminato,35.55,133.2333,68.0,26,75,3.44,JP,2021-04-27 02:48:45
285,Bandarbeyla,9.4942,50.8122,82.47,73,43,5.03,SO,2021-04-27 02:48:45
286,Marsh Harbour,26.5412,-77.0636,73.85,72,7,20.54,BS,2021-04-27 02:48:07
287,Ossora,59.2353,163.0719,32.61,98,100,4.54,RU,2021-04-27 02:48:46
288,Naze,28.3667,129.4833,73.4,53,20,10.36,JP,2021-04-27 02:48:46
289,Talara,-4.5772,-81.2719,70.65,81,94,12.53,PE,2021-04-27 02:48:46
290,Bandar-E Lengeh,26.5579,54.8807,73.4,100,47,4.61,IR,2021-04-27 02:48:47
291,Nalut,30.3333,10.85,76.12,23,3,12.03,LY,2021-04-27 02:48:47
292,Flinders,-34.5833,150.8552,73.99,61,5,4.0,AU,2021-04-27 02:48:47
293,Rocha,-34.4833,-54.3333,51.31,85,0,5.23,UY,2021-04-27 02:48:47
294,East London,-33.0153,27.9116,67.6,75,74,9.93,ZA,2021-04-27 02:46:09
