City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Colomi,-17.35,-65.8667,60.8,55,30,9.22,BO,2021-04-27 02:48:48
296,Nathdwara,24.9333,73.8167,77.0,31,0,12.3,IN,2021-04-27 02:48:48
297,Klaksvik,62.2266,-6.589,37.4,87,20,17.27,FO,2021-04-27 02:48:48
298,Port Hardy,50.6996,-127.4199,51.8,87,75,3.44,CA,2021-04-27 02:45:14
299,Jaicos,-7.3592,-41.1378,73.69,73,65,4.52,BR,2021-04-27 02:48:49
300,Isla Vista,34.4133,-119.861,62.6,42,20,8.05,US,2021-04-27 02:48:49
301,Dovers,12.8833,-61.1833,79.23,71,100,17.54,VC,2021-04-27 02:48:49
302,Coronado,32.6859,-117.1831,60.01,72,75,10.36,US,2021-04-27 02:46:12
303,Itarema,-2.9248,-39.9167,77.34,82,74,8.88,BR,2021-04-27 02:48:50
304,Buala,-8.145,159.5921,81.07,76,100,3.18,SB,2021-04-27 02:48:50
305,Waipawa,-41.4122,175.5153,54.0,76,75,20.71,NZ,2021-04-27 02:48:50
306,Korba,22.35,82.6833,94.68,6,87,2.89,IN,2021-04-27 02:48:51
307,Le Port,-20.9373,55.2919,75.2,78,90,18.41,RE,2021-04-27 02:48:51
308,Talnakh,69.4865,88.3972,18.63,76,70,10.98,RU,2021-04-27 02:48:51
309,Isangel,-19.55,169.2667,77.45,74,90,16.24,VU,2021-04-27 02:48:51
310,Panguna,-6.3164,155.4848,79.5,75,91,1.23,PG,2021-04-27 02:48:52
311,Bhag,29.0415,67.8239,91.51,13,5,4.12,PK,2021-04-27 02:48:52
312,Oskemen,49.9565,82.6119,55.4,30,90,6.85,KZ,2021-04-27 02:48:52
313,Sibu,2.3,111.8167,87.8,70,40,2.3,MY,2021-04-27 02:48:53
314,Lucea,18.451,-78.1736,78.8,78,20,2.3,JM,2021-04-27 02:48:53
315,Sola,-13.8833,167.55,81.45,75,93,11.9,VU,2021-04-27 02:48:53
316,Sembe,1.6481,14.5806,72.21,92,100,1.41,CG,2021-04-27 02:48:54
317,Yulara,-25.2406,130.9889,75.2,23,0,16.11,AU,2021-04-27 02:48:54
318,Alice Springs,-23.7,133.8833,73.99,23,0,16.11,AU,2021-04-27 02:48:54
319,Valparaiso,-33.0393,-71.6273,55.0,84,0,3.18,CL,2021-04-27 02:48:54
320,Salinopolis,-0.6136,-47.3561,78.73,85,93,7.78,BR,2021-04-27 02:48:55
321,Adrar,20.5022,-10.0711,78.49,22,8,10.18,MR,2021-04-27 02:48:55
322,Tessalit,20.1986,1.0114,86.09,9,40,7.99,ML,2021-04-27 02:48:55
323,Douglas,41.3,-96.167,80.6,39,1,8.05,US,2021-04-27 02:48:56
324,Gariaband,20.635,82.0614,82.4,44,40,4.61,IN,2021-04-27 02:48:56
325,Brenham,30.1669,-96.3977,73.4,73,1,8.05,US,2021-04-27 02:48:56
326,Moroni,-11.7022,43.2551,78.51,75,90,3.38,KM,2021-04-27 02:48:56
327,Bathsheba,13.2167,-59.5167,78.8,65,40,14.97,BB,2021-04-27 02:48:57
328,Gwadar,25.1216,62.3254,82.49,67,0,6.67,PK,2021-04-27 02:44:21
329,Galveston,29.3669,-94.9669,73.99,78,1,13.8,US,2021-04-27 02:46:04
330,San Jose,37.3394,-121.895,55.0,57,86,1.99,US,2021-04-27 02:44:40
331,Semirom,31.4167,51.5667,53.76,50,95,0.87,IR,2021-04-27 02:48:57
332,Mana,5.6592,-53.7767,76.96,89,100,9.66,GF,2021-04-27 02:48:57
333,Luderitz,-26.6481,15.1594,59.27,82,34,8.03,NA,2021-04-27 02:48:58
334,Dakar,14.6937,-17.4441,68.0,88,1,18.41,SN,2021-04-27 02:46:02
335,Hambantota,6.1241,81.1185,82.4,94,20,2.3,LK,2021-04-27 02:48:58
336,Pemba,-12.974,40.5178,73.4,100,20,6.91,MZ,2021-04-27 02:48:58
337,Haines Junction,60.7522,-137.5108,51.8,25,26,9.22,CA,2021-04-27 02:48:59
338,Longyearbyen,78.2186,15.6401,19.4,63,40,16.11,SJ,2021-04-27 02:48:59
339,San Agustin,20.5333,-103.4667,80.6,22,40,8.05,MX,2021-04-27 02:48:59
340,Los Llanos De Aridane,28.6585,-17.9182,66.2,77,90,4.61,ES,2021-04-27 02:49:00
341,Vyatskiye Polyany,56.226,51.0656,39.4,66,57,2.8,RU,2021-04-27 02:49:00
342,Peniche,39.3558,-9.3811,59.0,94,97,3.0,PT,2021-04-27 02:49:00
343,Sarangani,5.4033,125.4636,82.81,70,100,5.66,PH,2021-04-27 02:49:01
344,Nioro,13.35,-15.75,75.47,40,50,7.43,GM,2021-04-27 02:49:01
345,Saint Anthony,45.0205,-93.218,46.99,87,90,8.05,US,2021-04-27 02:49:01
346,Tevaitoa,-16.7833,-151.5,81.16,70,13,7.29,PF,2021-04-27 02:49:01
347,Kalmunai,7.4167,81.8167,83.93,70,31,8.28,LK,2021-04-27 02:49:02
348,Kaduqli,11.0167,29.7167,76.75,70,5,3.65,SD,2021-04-27 02:49:02
349,Churapcha,62.0025,132.4325,35.65,98,100,4.0,RU,2021-04-27 02:49:02
350,Antofagasta,-23.65,-70.4,60.8,67,0,1.14,CL,2021-04-27 02:49:03
351,Porto Velho,-8.7619,-63.9039,75.2,94,20,2.53,BR,2021-04-27 02:46:10
352,Ponta Do Sol,32.6667,-17.1,57.99,77,78,3.0,PT,2021-04-27 02:49:03
353,La Montanita,1.4766,-75.4398,72.73,98,100,2.44,CO,2021-04-27 02:49:03
354,Pangkalanbuun,-2.6833,111.6167,90.25,52,54,5.17,ID,2021-04-27 02:49:04
355,Caete,-19.88,-43.6697,73.4,60,0,5.75,BR,2021-04-27 02:49:04
356,Leningradskiy,69.3833,178.4167,32.2,86,96,4.07,RU,2021-04-27 02:49:04
357,Bayir,37.2687,28.2167,44.6,87,0,5.75,TR,2021-04-27 02:49:04
358,Luan,46.3592,6.9759,51.01,71,100,1.28,CH,2021-04-27 02:49:05
359,Acarau,-2.8856,-40.12,77.54,83,78,8.41,BR,2021-04-27 02:49:05
360,Atar,20.5169,-13.0499,78.04,18,22,4.32,MR,2021-04-27 02:49:05
361,Straumen,63.8709,11.2999,36.0,93,40,3.44,NO,2021-04-27 02:49:06
362,Booue,-0.0921,11.9385,74.5,97,100,1.01,GA,2021-04-27 02:49:06
363,Golspie,57.9727,-3.978,46.0,93,100,7.0,GB,2021-04-27 02:49:06
364,Faanui,-16.4833,-151.75,81.36,68,49,5.91,PF,2021-04-27 02:49:07
365,Waldoboro,44.0954,-69.3756,39.99,60,1,9.22,US,2021-04-27 02:49:07
366,Boyabat,41.4689,34.7667,38.75,89,3,0.72,TR,2021-04-27 02:49:07
367,Sindhnur,15.7833,76.7667,90.34,30,54,12.77,IN,2021-04-27 02:49:07
368,Quatre Cocos,-20.2078,57.7625,77.0,88,75,8.05,MU,2021-04-27 02:49:08
369,Neverkino,52.7854,46.7417,43.2,71,100,1.5,RU,2021-04-27 02:49:08
370,Aguimes,27.9054,-15.4461,66.2,82,75,8.05,ES,2021-04-27 02:49:08
371,Abancay,-13.6339,-72.8814,56.41,95,83,0.6,PE,2021-04-27 02:49:09
372,Narsaq,60.9167,-46.05,35.6,93,75,5.75,GL,2021-04-27 02:49:09
373,Bakaly,55.1789,53.8028,41.9,54,100,1.7,RU,2021-04-27 02:49:09
374,Callaway,30.153,-85.5699,69.01,88,1,4.61,US,2021-04-27 02:49:10
375,Viedma,-40.8135,-62.9967,57.25,53,0,10.02,AR,2021-04-27 02:49:10
376,Koslan,63.4564,48.8989,37.78,96,100,5.03,RU,2021-04-27 02:49:10
377,Tahta,26.7693,31.5021,64.4,42,0,5.75,EG,2021-04-27 02:49:11
378,Palu,-0.8917,119.8707,88.72,64,44,3.06,ID,2021-04-27 02:49:11
379,Havelock,34.8791,-76.9013,60.01,88,1,4.88,US,2021-04-27 02:49:11
380,Barabinsk,55.3571,78.357,49.23,54,100,8.12,RU,2021-04-27 02:49:11
381,Xichang,27.8964,102.2634,73.4,41,78,0.72,CN,2021-04-27 02:49:12
382,Muroto,33.2833,134.15,64.4,59,75,2.3,JP,2021-04-27 02:49:12
383,Bada,51.392,109.8717,34.25,80,65,16.89,RU,2021-04-27 02:49:12
384,Darhan,49.4867,105.9228,46.08,35,86,17.31,MN,2021-04-27 02:49:12
385,Jawhar,2.7809,45.5005,78.4,82,80,5.41,SO,2021-04-27 02:49:13
386,Pinheiro Machado,-31.5783,-53.3811,52.0,83,0,10.0,BR,2021-04-27 02:49:13
387,Khandyga,62.6667,135.6,34.65,100,100,3.87,RU,2021-04-27 02:49:13
388,Paldiski,59.3567,24.0531,37.4,87,90,3.44,EE,2021-04-27 02:49:14
389,Sztum,53.9208,19.0307,37.0,84,88,4.0,PL,2021-04-27 02:49:14
390,Santa Cruz,-17.8,-63.1667,62.6,82,0,4.61,BO,2021-04-27 02:49:14
391,Nizhnyaya Poyma,56.1622,97.1933,37.11,97,100,3.2,RU,2021-04-27 02:49:15
392,Kokopo,-4.352,152.2633,83.08,72,49,5.01,PG,2021-04-27 02:49:15
393,Douentza,14.9951,-2.9517,85.86,25,16,4.72,ML,2021-04-27 02:49:15
394,Bahraich,27.5833,81.6,92.43,7,0,4.43,IN,2021-04-27 02:49:15
395,Klyuchi,52.2667,79.1667,52.79,75,100,9.15,RU,2021-04-27 02:49:16
396,Bac Lieu,9.285,105.7244,87.1,61,92,8.16,VN,2021-04-27 02:49:16
397,Bulgan,48.8125,103.5347,41.81,32,3,15.95,MN,2021-04-27 02:49:16
398,Benguela,-12.5763,13.4055,78.26,74,49,5.32,AO,2021-04-27 02:49:17
399,Kota Bahru,6.1333,102.2386,82.4,89,20,3.44,MY,2021-04-27 02:49:17
400,Avera,33.194,-82.5271,62.6,82,1,6.78,US,2021-04-27 02:49:17
401,Chapais,49.7834,-74.8492,32.0,55,75,12.66,CA,2021-04-27 02:49:18
402,Syriam,16.7722,96.2378,86.0,70,75,4.61,MM,2021-04-27 02:49:18
403,Husavik,66.0449,-17.3389,26.6,93,0,5.75,IS,2021-04-27 02:49:18
404,Srednekolymsk,67.45,153.6833,29.03,78,63,6.29,RU,2021-04-27 02:49:18
405,Bara,10.3744,10.7288,79.95,58,11,6.29,NG,2021-04-27 02:49:19
406,Victoria,22.2855,114.1577,75.0,88,100,1.01,HK,2021-04-27 02:49:19
407,Inhambane,-23.865,35.3833,71.06,90,0,5.39,MZ,2021-04-27 02:49:19
408,Madang,-5.2246,145.7966,87.15,62,54,6.13,PG,2021-04-27 02:49:20
409,Tazovskiy,67.4667,78.7,31.89,94,59,15.35,RU,2021-04-27 02:49:20
410,Chumikan,54.7183,135.315,34.39,86,100,10.0,RU,2021-04-27 02:49:20
411,Beyneu,45.3167,55.2,72.88,39,100,7.61,KZ,2021-04-27 02:49:20
412,Asosa,10.0667,34.5333,63.09,77,100,4.47,ET,2021-04-27 02:49:21
413,Upernavik,72.7868,-56.1549,32.0,73,100,4.23,GL,2021-04-27 02:49:21
414,Bilma,18.6853,12.9164,83.5,12,0,8.12,NE,2021-04-27 02:49:21
415,Ormara,25.2088,64.6357,81.1,75,3,9.48,PK,2021-04-27 02:49:22
416,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.52,81,46,5.08,BR,2021-04-27 02:49:22
417,Tabou,4.423,-7.3528,79.59,85,46,6.15,CI,2021-04-27 02:49:22
418,Arawa,-6.2132,155.5367,85.84,73,88,1.57,PG,2021-04-27 02:49:22
419,Sabha,27.0377,14.4283,77.5,18,98,12.86,LY,2021-04-27 02:47:47
420,Selkirk,50.1436,-96.8845,46.4,61,100,1.14,CA,2021-04-27 02:49:23
421,Usinsk,65.9939,57.5281,34.65,99,100,9.57,RU,2021-04-27 02:49:23
422,Neijiang,29.5835,105.0622,73.76,56,73,1.43,CN,2021-04-27 02:49:23
423,Nyuksenitsa,60.4128,44.2397,35.46,97,100,6.58,RU,2021-04-27 02:49:24
424,Villarrica,-25.75,-56.4333,52.68,86,0,4.9,PY,2021-04-27 02:49:24
425,Shillong,25.5689,91.8831,78.8,65,40,3.44,IN,2021-04-27 02:49:24
426,Dingle,10.9995,122.6711,87.75,54,36,10.6,PH,2021-04-27 02:47:32
427,Zeya,53.75,127.2667,44.11,86,100,8.97,RU,2021-04-27 02:49:25
428,Sayyan,15.1718,44.3244,53.01,83,100,1.34,YE,2021-04-27 02:49:25
429,Merauke,-8.4667,140.3333,85.95,66,100,2.77,ID,2021-04-27 02:49:25
430,Maniitsoq,65.4167,-52.9,32.54,94,100,12.1,GL,2021-04-27 02:49:26
431,Dabhol,17.6,73.1667,85.03,62,3,1.72,IN,2021-04-27 02:49:26
432,Mandan,46.8267,-100.8896,48.2,100,90,1.14,US,2021-04-27 02:49:26
433,Talaya,61.3833,152.75,23.97,55,6,3.04,RU,2021-04-27 02:49:27
434,Trinidad,-14.8333,-64.9,65.32,80,63,3.98,BO,2021-04-27 02:49:27
435,Wuwei,37.9281,102.6414,46.6,22,100,3.56,CN,2021-04-27 02:49:27
436,Mucurapo,10.6667,-61.5333,78.01,83,75,4.61,TT,2021-04-27 02:49:27
437,Padang,-0.9492,100.3543,84.2,74,40,3.44,ID,2021-04-27 02:49:28
438,Hirara,24.8,125.2833,77.0,57,40,13.8,JP,2021-04-27 02:49:28
439,Vostok,46.4856,135.8833,59.99,25,100,5.64,RU,2021-04-27 02:48:12
440,Bossangoa,6.4926,17.4552,73.83,69,7,3.44,CF,2021-04-27 02:49:28
441,Treinta Y Tres,-33.2333,-54.3833,49.64,90,0,5.7,UY,2021-04-27 02:49:29
442,Temyasovo,52.9933,58.1014,37.4,65,20,6.71,RU,2021-04-27 02:49:29
443,Manitouwadge,49.1215,-85.8403,32.0,93,100,1.14,CA,2021-04-27 02:49:30
444,Helena,46.5927,-112.0361,51.8,35,1,11.5,US,2021-04-27 02:45:40
445,Starodub,52.5844,32.7633,31.33,77,98,7.18,RU,2021-04-27 02:49:30
446,Pochutla,15.7432,-96.4661,82.99,78,8,5.48,MX,2021-04-27 02:49:30
447,Dunn,44.95,-91.8835,43.0,81,1,6.91,US,2021-04-27 02:49:31
448,Tabuk,17.4189,121.4443,83.3,59,99,1.68,PH,2021-04-27 02:49:31
449,Ouro Preto Do Oeste,-10.7481,-62.2158,70.5,98,13,4.07,BR,2021-04-27 02:49:31
450,Magole,-6.3667,37.3667,71.6,100,75,0.89,TZ,2021-04-27 02:49:31
451,Sinjar,36.3209,41.8754,64.08,40,68,7.09,IQ,2021-04-27 02:49:32
452,Plymouth,41.8334,-70.8328,48.2,37,1,10.36,US,2021-04-27 02:47:48
453,Calvinia,-31.4707,19.776,52.63,89,100,10.63,ZA,2021-04-27 02:49:32
454,Svetlogorsk,52.6333,29.7333,29.17,89,52,6.78,BY,2021-04-27 02:49:32
455,Ambilobe,-13.2,49.05,69.82,93,12,3.2,MG,2021-04-27 02:49:33
456,Celestun,20.8667,-90.4,81.32,73,0,15.23,MX,2021-04-27 02:49:33
457,Patnos,39.2336,42.8634,49.59,80,3,0.63,TR,2021-04-27 02:49:33
458,Yeniseysk,58.4497,92.1703,41.45,87,84,9.89,RU,2021-04-27 02:49:33
459,Farah,32.5,62.5,75.9,17,26,5.35,AF,2021-04-27 02:45:44
460,Orahovac,42.3994,20.6547,48.99,76,75,2.3,XK,2021-04-27 02:49:34
461,Tilichiki,60.4667,166.1,31.08,99,100,1.41,RU,2021-04-27 02:49:34
462,Serenje,-13.2325,30.2352,62.04,85,82,5.37,ZM,2021-04-27 02:49:34
463,Puteyets,65.1716,57.091,38.71,84,100,4.65,RU,2021-04-27 02:49:35
464,Nova Esperanca,4.438,-61.1151,68.76,96,100,2.91,BR,2021-04-27 02:49:35
465,Atasu,48.6814,71.6433,61.75,30,93,10.29,KZ,2021-04-27 02:49:35
466,Yaan,7.3833,8.5667,77.5,75,100,7.92,NG,2021-04-27 02:49:35
467,Omboue,-1.5746,9.2618,77.7,90,100,4.83,GA,2021-04-27 02:49:36
468,Bereda,43.2686,-7.5406,51.01,100,82,5.01,ES,2021-04-27 02:49:36
469,Havoysund,70.9963,24.6622,24.8,93,40,3.44,NO,2021-04-27 02:49:36
470,Malpe,13.35,74.7167,82.4,78,20,3.44,IN,2021-04-27 02:47:47
471,Mareeba,-17.0,145.4333,81.0,78,90,10.36,AU,2021-04-27 02:46:58
472,Arenapolis,-14.4503,-56.8461,68.77,91,27,1.63,BR,2021-04-27 02:49:37
473,Salmas,38.1973,44.7653,53.6,71,40,9.22,IR,2021-04-27 02:49:37
474,Kijang,35.2442,129.2139,66.2,39,0,4.61,KR,2021-04-27 02:49:37
475,Hualmay,-11.0964,-77.6139,65.53,91,6,9.69,PE,2021-04-27 02:48:04
476,Anandnagar,27.1,83.2833,92.41,8,0,1.28,IN,2021-04-27 02:49:38
477,Aswan,24.0934,32.907,72.27,31,0,10.54,EG,2021-04-27 02:49:38
478,Navahrudak,53.6,25.8333,25.9,95,40,6.49,BY,2021-04-27 02:49:38
479,Ryde,50.73,-1.1621,35.01,89,62,5.59,GB,2021-04-27 02:49:39
480,Algiers,36.7525,3.042,60.8,77,40,6.91,DZ,2021-04-27 02:49:28
481,Wuhan,30.5833,114.2667,64.4,88,100,4.47,CN,2021-04-27 02:49:39
482,Galle,6.0367,80.217,83.17,76,88,3.44,LK,2021-04-27 02:49:39
483,Takoradi,4.8845,-1.7554,80.38,87,100,7.2,GH,2021-04-27 02:49:40
484,Brae,60.3964,-1.353,42.8,87,100,10.36,GB,2021-04-27 02:49:40
485,Mwinilunga,-11.7358,24.4293,60.12,95,92,1.16,ZM,2021-04-27 02:49:40
486,Winnemucca,40.973,-117.7357,44.6,53,75,14.97,US,2021-04-27 02:49:41
487,Kendari,-3.945,122.4989,83.34,75,29,3.13,ID,2021-04-27 02:49:41
488,Kingman,35.1894,-114.053,48.2,87,90,3.44,US,2021-04-27 02:46:00
489,Moses Lake,47.1301,-119.2781,66.2,26,1,5.75,US,2021-04-27 02:49:41
490,Terney,45.0503,136.6092,52.18,46,60,5.93,RU,2021-04-27 02:49:42
491,Raymond,43.9015,-70.4703,39.99,64,1,1.99,US,2021-04-27 02:49:42
492,Guerrero Negro,27.9769,-114.0611,59.76,74,100,17.47,MX,2021-04-27 02:49:42
493,Necochea,-38.5473,-58.7368,52.74,83,0,7.54,AR,2021-04-27 02:49:43
494,Hillsborough,37.5741,-122.3794,53.6,76,1,14.97,US,2021-04-27 02:49:43
495,Novorzhev,57.0294,29.3338,33.51,96,100,6.26,RU,2021-04-27 02:49:43
496,Udachnyy,66.4167,112.4,17.67,81,93,15.55,RU,2021-04-27 02:49:44
497,Bagacay,12.9821,124.1415,79.18,80,90,11.95,PH,2021-04-27 02:49:44
498,Tocopilla,-22.092,-70.1979,66.45,62,7,0.78,CL,2021-04-27 02:49:44
499,Kazachinskoye,57.6953,93.2761,42.17,89,99,7.78,RU,2021-04-27 02:49:44
500,George,-33.963,22.4617,55.4,94,0,4.61,ZA,2021-04-27 02:49:45
501,Half Moon Bay,37.4636,-122.4286,53.6,76,1,14.97,US,2021-04-27 02:48:47
502,Bukoba,-1.3317,31.8122,64.4,88,20,4.21,TZ,2021-04-27 02:49:45
503,Kangaatsiaq,68.3065,-53.4641,31.89,98,100,16.62,GL,2021-04-27 02:49:46
504,Salalah,17.0151,54.0924,80.6,74,20,2.3,OM,2021-04-27 02:49:46
505,Dwarka,22.2394,68.9678,82.31,67,0,9.95,IN,2021-04-27 02:49:46
506,Nayoro,44.3506,142.4578,51.73,55,6,13.06,JP,2021-04-27 02:49:47
507,Bani,18.2833,-70.3333,77.0,87,50,4.0,DO,2021-04-27 02:49:47
508,Aden,12.7794,45.0367,80.74,74,100,3.85,YE,2021-04-27 02:49:47
509,Margate,51.3813,1.3862,43.0,81,100,1.01,GB,2021-04-27 02:49:47
510,Nueva Gerona,21.8833,-82.8,81.84,68,33,11.81,CU,2021-04-27 02:49:48
511,Acapulco,16.8634,-99.8901,82.4,69,75,12.66,MX,2021-04-27 02:48:48
512,Neiafu,-18.65,-173.9833,78.8,89,75,11.5,TO,2021-04-27 02:49:48
513,Tual,-5.6667,132.75,83.12,57,17,1.97,ID,2021-04-27 02:49:48
514,Anderson,34.5334,-82.6499,62.6,67,1,4.23,US,2021-04-27 02:49:49
515,Dhidhdhoo,6.8833,73.1,84.85,70,18,6.8,MV,2021-04-27 02:49:49
516,Chimbote,-9.0853,-78.5783,65.25,91,23,7.45,PE,2021-04-27 02:49:49
517,Yekaterinoslavka,50.3734,129.1139,56.52,42,100,16.78,RU,2021-04-27 02:49:50
518,Mus,39.0,41.75,47.61,91,1,4.43,TR,2021-04-27 02:49:50
519,Miranda,3.2499,-76.2281,69.8,94,75,0.65,CO,2021-04-27 02:49:50
520,Praia Da Vitoria,38.7333,-27.0667,60.8,77,75,7.43,PT,2021-04-27 02:49:50
521,Nome,64.5011,-165.4064,42.8,61,1,11.5,US,2021-04-27 02:46:05
522,Sulangan,11.1373,123.7228,81.32,67,22,7.54,PH,2021-04-27 02:49:51
523,Trelew,-43.249,-65.3051,62.56,37,72,5.39,AR,2021-04-27 02:49:51
524,Mingaora,34.7758,72.3625,74.79,35,61,6.31,PK,2021-04-27 02:49:51
525,Raudeberg,61.9875,5.1352,37.99,73,100,7.27,NO,2021-04-27 02:49:52
526,Tres Lagoas,-20.7511,-51.6783,66.72,78,7,5.57,BR,2021-04-27 02:47:36
527,Berlevag,70.8578,29.0864,26.6,68,40,8.05,NO,2021-04-27 02:45:44
528,Sterling,39.0062,-77.4286,53.01,62,1,3.44,US,2021-04-27 02:48:44
529,Olinda,-8.0089,-34.8553,78.8,69,40,6.91,BR,2021-04-27 02:49:52
530,Plastun,44.7561,136.2939,55.06,37,46,6.73,RU,2021-04-27 02:49:53
531,Wentzville,38.8114,-90.8529,72.0,58,100,4.0,US,2021-04-27 02:49:53
532,Elizabeth City,36.2946,-76.2511,57.0,58,1,4.61,US,2021-04-27 02:49:53
533,Kizukuri,40.8061,140.3861,59.0,33,20,6.91,JP,2021-04-27 02:49:54
534,Peleduy,59.6289,112.7406,25.09,68,100,7.72,RU,2021-04-27 02:49:54
535,Tukrah,32.5341,20.5791,61.56,56,24,6.4,LY,2021-04-27 02:49:54
536,Estelle,29.8458,-90.1067,71.6,88,75,8.05,US,2021-04-27 02:49:54
537,Lusambo,-4.9667,23.45,69.94,97,77,2.21,CD,2021-04-27 02:49:55
538,Sioux Lookout,50.1001,-91.917,35.6,75,90,6.91,CA,2021-04-27 02:49:55
