City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Kozhevnikovo,RU,2021-05-11 06:54:30,56.2589,83.9714,69.01,25,100,13.0,overcast clouds
262,Tubmanburg,LR,2021-05-11 06:54:30,6.8708,-10.8172,74.26,95,100,2.48,overcast clouds
263,Ozernovskiy,RU,2021-05-11 06:54:30,51.5,156.5167,37.67,75,55,2.84,broken clouds
264,Gualaceo,EC,2021-05-11 06:50:09,-2.9,-78.7833,55.65,99,100,4.07,overcast clouds
265,Samoded,RU,2021-05-11 06:54:31,63.6083,40.5111,53.64,78,100,9.01,light rain
266,Sanchez,DO,2021-05-11 06:54:31,19.2281,-69.6137,74.89,92,100,4.85,overcast clouds
267,Hassleholm,SE,2021-05-11 06:54:31,56.1591,13.7664,62.6,72,0,10.36,clear sky
268,Putyatino,RU,2021-05-11 06:54:32,54.16,41.1169,59.79,74,86,15.14,overcast clouds
269,Panama City,PA,2021-05-11 06:51:43,8.9936,-79.5197,79.0,89,90,4.61,overcast clouds
270,Iskateley,RU,2021-05-11 06:54:32,67.6803,53.1512,46.42,73,100,17.49,overcast clouds
271,Abu Kamal,SY,2021-05-11 06:54:32,34.4506,40.9171,84.7,11,0,2.46,clear sky
272,Caravelas,BR,2021-05-11 06:54:33,-17.7125,-39.2481,72.0,56,69,7.74,broken clouds
273,Victor Harbor,AU,2021-05-11 06:54:33,-35.5667,138.6167,57.0,73,49,1.99,scattered clouds
274,College,US,2021-05-11 06:54:33,64.8569,-147.8028,57.2,44,75,6.91,light rain
275,Iquitos,PE,2021-05-11 06:49:36,-3.7481,-73.2472,73.4,100,75,0.81,broken clouds
276,Hecun,CN,2021-05-11 06:54:34,36.5333,114.1111,78.3,25,100,4.16,overcast clouds
277,Darhan,MN,2021-05-11 06:54:34,49.4867,105.9228,56.88,29,84,15.14,broken clouds
278,Kenai,US,2021-05-11 06:53:37,60.5544,-151.2583,43.0,87,90,5.75,light rain
279,Vale,GE,2021-05-11 06:54:35,41.6156,42.8722,52.12,43,0,2.82,clear sky
280,Koslan,RU,2021-05-11 06:54:35,63.4564,48.8989,46.26,67,100,9.93,overcast clouds
281,Bredasdorp,ZA,2021-05-11 06:54:10,-34.5322,20.0403,53.6,94,20,5.75,few clouds
282,Black River,JM,2021-05-11 06:54:35,18.0264,-77.8487,78.8,78,20,4.61,few clouds
283,Tres Arroyos,AR,2021-05-11 06:50:03,-38.3739,-60.2798,46.38,61,80,11.07,broken clouds
284,Torbay,CA,2021-05-11 06:54:36,47.6666,-52.7314,41.0,93,20,13.8,few clouds
285,Severo-Kurilsk,RU,2021-05-11 06:54:36,50.6789,156.125,36.72,78,56,8.16,broken clouds
286,Foshan,CN,2021-05-11 06:54:36,23.0268,113.1315,95.0,43,75,13.42,broken clouds
287,Mareeba,AU,2021-05-11 06:54:37,-17.0,145.4333,82.4,69,100,10.36,overcast clouds
288,Qingdao,CN,2021-05-11 06:54:37,36.0986,120.3719,60.8,77,75,13.42,broken clouds
289,Vlore,AL,2021-05-11 06:54:37,40.4667,19.4897,68.23,68,19,3.0,few clouds
290,Norman Wells,CA,2021-05-11 06:54:38,65.282,-126.8329,37.4,60,20,12.66,few clouds
291,Port Lincoln,AU,2021-05-11 06:54:38,-34.7333,135.8667,58.75,58,63,12.44,broken clouds
292,Port Hardy,CA,2021-05-11 06:54:38,50.6996,-127.4199,46.4,93,75,2.3,broken clouds
293,Tochimilco,MX,2021-05-11 06:54:38,18.9,-98.5667,60.94,85,97,1.61,overcast clouds
294,Taltal,CL,2021-05-11 06:54:39,-25.4,-70.4833,63.37,77,100,1.74,overcast clouds
295,Berlevag,NO,2021-05-11 06:54:39,70.8578,29.0864,41.0,60,0,8.05,clear sky
296,Ballina,AU,2021-05-11 06:54:40,-28.8667,153.5667,75.2,60,40,4.61,scattered clouds
297,Klyuchi,RU,2021-05-11 06:54:40,52.2667,79.1667,64.45,28,24,16.06,few clouds
298,Honningsvag,NO,2021-05-11 06:54:40,70.9821,25.9704,41.0,70,20,6.91,few clouds
299,Parlakimidi,IN,2021-05-11 06:54:40,18.7667,84.0833,99.77,41,0,4.63,clear sky
300,Lavrentiya,RU,2021-05-11 06:54:41,65.5833,-171.0,34.12,96,100,9.95,overcast clouds
301,Goderich,CA,2021-05-11 06:54:41,43.7501,-81.7165,41.0,75,9,12.66,clear sky
302,Omsukchan,RU,2021-05-11 06:54:41,62.5333,155.8,30.51,86,98,4.85,overcast clouds
303,Dhidhdhoo,MV,2021-05-11 06:54:42,6.8833,73.1,84.24,75,100,10.04,overcast clouds
304,Fallon,US,2021-05-11 06:54:42,39.4735,-118.7774,50.0,27,1,4.61,clear sky
305,Port Moresby,PG,2021-05-11 06:54:42,-9.4431,147.1797,84.2,79,40,11.5,haze
306,Nsanje,MW,2021-05-11 06:54:42,-16.92,35.262,69.03,75,100,2.73,overcast clouds
307,Zeya,RU,2021-05-11 06:54:43,53.75,127.2667,61.32,35,100,10.09,overcast clouds
308,Muros,ES,2021-05-11 06:54:43,42.7762,-9.0603,48.0,95,86,10.31,overcast clouds
309,Ishigaki,JP,2021-05-11 06:54:43,24.3448,124.1572,86.0,84,75,16.11,broken clouds
310,Puga,MX,2021-05-11 06:54:44,21.5833,-104.8167,69.01,59,100,1.01,overcast clouds
311,Tabou,CI,2021-05-11 06:54:44,4.423,-7.3528,80.37,81,100,4.99,overcast clouds
312,Broken Hill,AU,2021-05-11 06:54:44,-31.95,141.4333,59.0,41,0,19.57,clear sky
313,Tilichiki,RU,2021-05-11 06:54:45,60.4667,166.1,30.94,92,100,7.0,overcast clouds
314,Hamilton,US,2021-05-11 06:52:48,39.1834,-84.5333,48.2,100,1,5.32,clear sky
315,Bathsheba,BB,2021-05-11 06:54:45,13.2167,-59.5167,78.22,76,13,17.72,few clouds
316,Areosa,PT,2021-05-11 06:54:45,41.7178,-8.8571,53.6,76,40,5.75,scattered clouds
317,Inuvik,CA,2021-05-11 06:54:47,68.3499,-133.7218,35.6,69,100,8.05,overcast clouds
318,Ust-Nera,RU,2021-05-11 06:54:47,64.5667,143.2,43.74,55,96,4.79,overcast clouds
319,Guane,CU,2021-05-11 06:54:47,22.2025,-84.0875,74.35,89,1,3.31,clear sky
320,Micasasa,RO,2021-05-11 06:54:48,46.0833,24.1167,63.0,55,0,6.91,clear sky
321,Panzhihua,CN,2021-05-11 06:54:48,26.5851,101.7128,90.99,24,75,6.42,broken clouds
322,Lugovoy,KZ,2021-05-11 06:54:48,42.9472,72.7644,71.94,40,86,8.97,overcast clouds
323,Chilca,PE,2021-05-11 06:54:49,-12.5211,-76.7372,62.6,82,90,6.91,overcast clouds
324,Yulara,AU,2021-05-11 06:54:49,-25.2406,130.9889,75.2,33,0,5.75,clear sky
325,Atocha,BO,2021-05-11 06:54:49,-20.9333,-66.2333,44.1,39,8,4.16,clear sky
326,Braganca,BR,2021-05-11 06:54:50,-1.0536,-46.7656,71.55,98,35,1.43,light rain
327,Adrar,MR,2021-05-11 06:54:50,20.5022,-10.0711,79.41,20,0,12.06,clear sky
328,Luyang,CN,2021-05-11 06:54:50,27.6239,110.0989,71.31,92,100,3.76,overcast clouds
329,Olafsvik,IS,2021-05-11 06:54:51,64.8945,-23.7142,35.98,62,17,5.93,few clouds
330,Salinopolis,BR,2021-05-11 06:54:51,-0.6136,-47.3561,76.3,86,39,6.73,moderate rain
331,Souillac,MU,2021-05-11 06:54:51,-20.5167,57.5167,82.4,65,40,14.97,scattered clouds
332,Ukiah,US,2021-05-11 06:53:03,39.1502,-123.2078,64.4,39,1,2.84,clear sky
333,Solano,US,2021-05-11 06:54:52,38.2333,-121.9511,66.0,36,1,10.36,clear sky
334,San Nicolas,PH,2021-05-11 06:54:52,18.1725,120.5953,87.8,74,40,13.8,scattered clouds
335,Havdrup,DK,2021-05-11 06:54:52,55.5448,12.1239,53.01,87,90,12.66,overcast clouds
336,Onoda,JP,2021-05-11 06:52:06,34.0014,131.1836,68.0,64,75,11.5,light rain
337,Feicheng,CN,2021-05-11 06:54:53,35.2606,117.9675,71.01,99,100,1.01,overcast clouds
338,Adeje,ES,2021-05-11 06:54:53,28.1227,-16.726,64.4,59,40,12.66,scattered clouds
339,Lagoa,PT,2021-05-11 06:54:54,39.05,-27.9833,60.75,79,12,19.44,few clouds
340,Bali Chak,IN,2021-05-11 06:54:54,22.3667,87.55,101.91,33,96,9.78,overcast clouds
341,Jalu,LY,2021-05-11 06:54:54,29.0331,21.5482,80.94,27,0,8.66,clear sky
342,Mitu,CO,2021-05-11 06:54:54,1.1983,-70.1733,70.05,99,100,1.9,overcast clouds
343,Areia Branca,BR,2021-05-11 06:53:32,-4.9561,-37.1369,74.14,88,63,8.72,broken clouds
344,Fort Nelson,CA,2021-05-11 06:54:27,58.8053,-122.7002,42.8,81,75,1.5,broken clouds
345,Cabedelo,BR,2021-05-11 06:54:55,-6.9811,-34.8339,71.6,100,20,4.61,few clouds
346,Akdepe,TM,2021-05-11 06:54:55,42.0551,59.3788,87.8,16,0,11.5,clear sky
347,Aksarka,RU,2021-05-11 06:54:55,66.5606,67.7975,40.06,78,100,2.19,overcast clouds
348,Ahipara,NZ,2021-05-11 06:54:56,-35.1667,173.1667,64.69,92,100,8.34,overcast clouds
349,Zhigansk,RU,2021-05-11 06:54:56,66.7697,123.3711,36.34,57,6,16.82,clear sky
350,Lamu,KE,2021-05-11 06:54:56,-2.2717,40.902,82.62,71,96,17.69,overcast clouds
351,Bhuban,IN,2021-05-11 06:54:02,20.8833,85.8333,101.71,34,98,4.36,overcast clouds
352,Umm Kaddadah,SD,2021-05-11 06:54:57,13.6017,26.6876,85.55,47,14,4.97,few clouds
353,Vytegra,RU,2021-05-11 06:54:57,61.0064,36.4481,62.76,53,94,10.65,overcast clouds
354,Atikokan,CA,2021-05-11 06:54:57,48.7555,-91.6216,27.79,86,4,0.92,clear sky
355,Freeport,US,2021-05-11 06:54:58,40.6576,-73.5832,51.8,71,1,4.61,clear sky
356,Kalofer,BG,2021-05-11 06:54:11,42.6167,24.9833,60.01,42,6,2.04,clear sky
357,Uyuni,BO,2021-05-11 06:54:58,-20.4597,-66.825,43.2,40,30,6.69,scattered clouds
358,Riyadh,SA,2021-05-11 06:54:36,24.6877,46.7219,93.2,6,73,2.3,light rain
359,Sungaipenuh,ID,2021-05-11 06:54:59,-2.0833,101.3833,76.19,81,100,3.2,overcast clouds
360,Zhezkazgan,KZ,2021-05-11 06:54:59,47.8043,67.7144,68.56,42,36,15.19,scattered clouds
361,Kutum,SD,2021-05-11 06:54:59,14.2,24.6667,82.36,39,0,4.18,clear sky
362,Jiaojiang,CN,2021-05-11 06:55:00,28.6803,121.4428,77.0,91,100,1.01,light rain
363,Oktyabrskoye,RU,2021-05-11 06:55:00,43.0645,44.7417,51.8,62,40,11.18,scattered clouds
364,Prieska,ZA,2021-05-11 06:55:00,-29.6641,22.7474,68.0,24,0,3.58,clear sky
365,Sabana De Torres,CO,2021-05-11 06:55:01,7.3915,-73.4957,72.81,95,100,2.66,overcast clouds
366,Sheopur,IN,2021-05-11 06:55:01,25.6667,76.7,103.44,15,2,7.23,clear sky
367,Makat,KZ,2021-05-11 06:55:01,47.6469,53.3463,57.9,52,100,13.0,overcast clouds
368,Hovd,MN,2021-05-11 06:55:02,48.0056,91.6419,54.52,27,21,8.1,few clouds
369,Brigantine,US,2021-05-11 06:55:02,39.4101,-74.3646,53.01,93,1,10.74,clear sky
370,Buala,SB,2021-05-11 06:55:02,-8.145,159.5921,81.16,80,100,3.04,overcast clouds
371,Preobrazheniye,RU,2021-05-11 06:55:03,42.9019,133.9064,46.08,85,84,6.89,broken clouds
372,Magdagachi,RU,2021-05-11 06:55:03,53.45,125.8,59.74,35,100,8.99,overcast clouds
373,Huarmey,PE,2021-05-11 06:55:03,-10.0681,-78.1522,64.72,89,84,5.23,broken clouds
374,Oktyabrskiy,RU,2021-05-11 06:50:15,54.4815,53.471,73.83,39,26,4.05,scattered clouds
375,Wewak,PG,2021-05-11 06:55:04,-3.5534,143.6268,82.06,77,100,7.07,moderate rain
376,Paredon,MX,2021-05-11 06:55:04,16.0333,-93.8667,82.51,74,12,1.54,few clouds
377,Sala,MA,2021-05-11 06:55:04,34.0389,-6.8166,57.2,82,75,1.14,broken clouds
378,Sitka,US,2021-05-11 06:55:05,57.0531,-135.33,50.0,62,90,10.36,overcast clouds
379,Visby,SE,2021-05-11 06:50:11,57.6409,18.296,60.01,67,0,8.05,clear sky
380,Liancheng,CN,2021-05-11 06:55:07,24.0519,105.075,89.62,32,23,8.57,few clouds
381,Tuatapere,NZ,2021-05-11 06:55:07,-46.1333,167.6833,44.01,90,100,7.0,overcast clouds
382,Atasu,KZ,2021-05-11 06:55:07,48.6814,71.6433,64.49,38,37,17.92,scattered clouds
383,San Pedro,PH,2021-05-11 06:55:08,14.35,121.0167,95.0,55,75,10.36,broken clouds
384,Barra Patuca,HN,2021-05-11 06:55:08,15.8,-84.2833,77.97,85,43,11.61,scattered clouds
385,Tanga,TZ,2021-05-11 06:55:08,-5.0667,39.1,79.65,72,100,14.83,overcast clouds
386,Sao Filipe,CV,2021-05-11 06:55:08,14.8961,-24.4956,71.76,79,1,8.75,clear sky
387,Kandrian,PG,2021-05-11 06:55:09,-6.2167,149.55,82.76,76,91,4.52,light rain
388,Poso,ID,2021-05-11 06:55:09,-1.3959,120.7524,84.79,74,62,3.38,broken clouds
389,Clyde River,CA,2021-05-11 06:55:09,70.4692,-68.5914,1.4,92,40,2.3,mist
390,Kyren,RU,2021-05-11 06:55:10,51.6828,102.1408,54.34,40,63,3.42,broken clouds
391,Tiznit,MA,2021-05-11 06:55:10,29.5833,-9.5,54.57,84,9,2.71,clear sky
392,Srednekolymsk,RU,2021-05-11 06:55:10,67.45,153.6833,28.45,75,100,6.4,overcast clouds
393,Nikolskoye,RU,2021-05-11 06:55:11,59.7035,30.7861,66.2,37,0,8.95,clear sky
394,Aleksandrov Gay,RU,2021-05-11 06:55:11,50.147,48.5704,57.56,51,0,10.25,clear sky
395,Zwedru,LR,2021-05-11 06:55:11,6.0667,-8.1281,73.13,97,89,2.1,overcast clouds
396,Beloomut,RU,2021-05-11 06:55:12,54.9448,39.3394,64.0,52,5,13.31,clear sky
397,Banki,IN,2021-05-11 06:55:12,20.3833,85.5333,91.4,62,90,16.11,moderate rain
398,Bengkulu,ID,2021-05-11 06:55:12,-3.8004,102.2655,83.77,75,100,4.68,overcast clouds
399,Omboue,GA,2021-05-11 06:55:12,-1.5746,9.2618,80.11,82,99,3.06,overcast clouds
400,Port Blair,IN,2021-05-11 06:55:13,11.6667,92.75,89.6,74,40,6.91,scattered clouds
401,Pasni,PK,2021-05-11 06:55:13,25.2631,63.471,87.19,58,0,17.09,clear sky
402,Dodge City,US,2021-05-11 06:55:14,37.7528,-100.0171,48.2,81,90,10.36,overcast clouds
403,Hualmay,PE,2021-05-11 06:55:14,-11.0964,-77.6139,63.7,90,51,5.86,broken clouds
404,Dwarka,IN,2021-05-11 06:55:14,22.2394,68.9678,87.13,64,3,16.13,clear sky
405,Larsnes,NO,2021-05-11 06:55:15,62.2028,5.5773,57.2,51,75,5.75,broken clouds
406,Husavik,IS,2021-05-11 06:55:15,66.0449,-17.3389,26.6,74,75,10.36,broken clouds
407,Uruana,BR,2021-05-11 06:55:15,-15.4981,-49.6875,59.74,74,6,2.64,clear sky
408,Gat,IL,2021-05-11 06:54:04,31.61,34.7642,77.0,43,0,1.99,clear sky
409,Juarez,MX,2021-05-11 06:51:47,31.7333,-106.4833,80.6,13,20,31.07,few clouds
410,Egvekinot,RU,2021-05-11 06:55:16,66.3167,-179.1667,25.57,89,100,8.12,overcast clouds
411,Bara,NG,2021-05-11 06:55:16,10.3744,10.7288,81.45,64,100,11.1,overcast clouds
412,Batemans Bay,AU,2021-05-11 06:55:16,-35.7167,150.1833,59.0,79,54,5.99,light rain
413,Viedma,AR,2021-05-11 06:54:38,-40.8135,-62.9967,44.92,63,0,7.67,clear sky
414,Outram,MY,2021-05-11 06:55:17,1.2829,103.8379,93.2,66,75,11.5,broken clouds
415,Patacamaya,BO,2021-05-11 06:55:17,-17.2333,-67.9167,40.06,90,15,7.07,few clouds
416,La Asuncion,VE,2021-05-11 06:55:17,11.0333,-63.8628,78.8,94,0,11.5,clear sky
417,Manono,CD,2021-05-11 06:55:18,-7.3,27.4167,74.86,56,58,5.88,broken clouds
418,Imamoglu,TR,2021-05-11 06:55:18,37.2651,35.6572,78.8,18,0,5.75,clear sky
419,Barnstaple,GB,2021-05-11 06:55:18,51.0802,-4.0581,48.99,88,16,10.0,moderate rain
420,Aldan,RU,2021-05-11 06:55:18,58.6031,125.3894,48.67,62,96,5.57,overcast clouds
421,Khor,RU,2021-05-11 06:55:19,47.8861,134.9464,53.46,49,100,4.81,overcast clouds
422,Beloha,MG,2021-05-11 06:55:19,-25.1667,45.05,73.02,64,96,7.54,overcast clouds
423,Bosanski Samac,BA,2021-05-11 06:55:19,45.0592,18.4669,66.0,64,0,1.01,clear sky
424,Pitimbu,BR,2021-05-11 06:55:20,-7.4706,-34.8086,71.6,100,20,4.61,few clouds
425,Boende,CD,2021-05-11 06:55:20,-0.2167,20.8667,74.41,92,100,1.92,overcast clouds
426,Simav,TR,2021-05-11 06:55:20,39.0882,28.9777,62.6,25,0,14.97,clear sky
427,Lubango,AO,2021-05-11 06:54:16,-14.9172,13.4925,60.96,57,6,5.39,clear sky
428,Gumrak,RU,2021-05-11 06:55:21,48.7826,44.3824,48.2,81,75,22.37,light rain
429,Dafeng,CN,2021-05-11 06:55:21,23.4517,108.5881,94.28,50,58,9.24,broken clouds
430,Cap Malheureux,MU,2021-05-11 06:55:21,-19.9842,57.6142,78.01,77,33,7.0,scattered clouds
431,Awjilah,LY,2021-05-11 06:55:22,29.1081,21.2869,81.0,25,0,9.48,clear sky
432,Khorinsk,RU,2021-05-11 06:55:22,52.1657,109.7726,51.3,50,14,13.22,few clouds
433,Laureles,US,2021-05-11 06:55:22,26.1092,-97.4941,80.6,83,90,11.5,overcast clouds
434,Grand Gaube,MU,2021-05-11 06:55:22,-20.0064,57.6608,78.01,77,44,7.0,scattered clouds
435,Turan,VN,2021-05-11 06:55:23,16.0678,108.2208,91.4,62,20,10.36,few clouds
436,Zhangye,CN,2021-05-11 06:55:23,38.9342,100.4517,82.0,11,100,7.7,overcast clouds
437,Xuddur,SO,2021-05-11 06:55:24,4.1213,43.8894,83.25,53,70,19.77,broken clouds
438,Korla,CN,2021-05-11 06:55:24,41.7597,86.1469,86.9,17,79,10.38,broken clouds
439,Chateaubelair,VC,2021-05-11 06:55:24,13.2833,-61.25,80.6,74,20,16.11,few clouds
440,Klaksvik,FO,2021-05-11 06:55:25,62.2266,-6.589,42.8,70,40,16.11,scattered clouds
441,Padampur,IN,2021-05-11 06:55:25,29.6833,73.6167,102.4,15,5,3.04,clear sky
442,Broome,US,2021-05-11 06:55:25,42.2506,-75.833,41.0,65,90,5.75,overcast clouds
443,Marawi,PH,2021-05-11 06:55:25,7.9986,124.2928,75.36,89,100,4.14,heavy intensity rain
444,Nanortalik,GL,2021-05-11 06:55:26,60.1432,-45.2371,36.91,78,93,2.55,overcast clouds
445,Mombasa,KE,2021-05-11 06:55:26,-4.0547,39.6636,80.6,78,75,12.66,broken clouds
446,Madinat Sittah Uktubar,EG,2021-05-11 06:55:26,29.8167,31.05,75.0,64,40,5.75,scattered clouds
447,Karakol,KG,2021-05-11 06:55:27,42.4907,78.3936,49.53,75,100,1.36,overcast clouds
448,Bafilo,TG,2021-05-11 06:55:27,9.35,1.2667,75.2,94,0,2.68,clear sky
449,Lahad Datu,MY,2021-05-11 06:55:28,5.0268,118.327,84.11,75,97,4.05,moderate rain
450,Leon,MX,2021-05-11 06:55:29,21.1167,-101.6667,66.69,68,100,8.66,overcast clouds
451,Boras,SE,2021-05-11 06:55:29,57.721,12.9401,53.01,100,90,3.44,heavy intensity rain
452,Rumford,US,2021-05-11 06:54:24,44.5537,-70.5509,48.0,72,100,1.01,overcast clouds
453,Bloemfontein,ZA,2021-05-11 06:55:29,-29.1211,26.214,48.2,76,0,1.14,clear sky
454,Toamasina,MG,2021-05-11 06:55:30,-18.1667,49.3833,78.8,83,75,8.05,broken clouds
455,Atbasar,KZ,2021-05-11 06:55:30,51.8,68.3333,61.97,37,12,13.65,few clouds
456,Meulaboh,ID,2021-05-11 06:55:30,4.1363,96.1285,84.96,74,98,6.26,overcast clouds
457,Bardiyah,LY,2021-05-11 06:55:30,31.7561,25.0865,68.65,56,0,5.75,clear sky
458,Rawson,AR,2021-05-11 06:55:31,-43.3002,-65.1023,48.58,51,0,10.18,clear sky
459,High Rock,BS,2021-05-11 06:55:31,26.6208,-78.2833,78.8,78,20,10.36,few clouds
460,Svarstad,NO,2021-05-11 06:55:31,59.399,9.9698,48.0,1,100,2.46,overcast clouds
461,Rio Cuarto,AR,2021-05-11 06:55:32,-33.1307,-64.3499,42.01,74,0,4.0,clear sky
462,Russell,US,2021-05-11 06:55:32,32.3502,-85.1999,66.2,94,1,3.44,mist
463,Kavieng,PG,2021-05-11 06:55:32,-2.5744,150.7967,82.51,72,87,1.57,overcast clouds
464,Kaduqli,SD,2021-05-11 06:55:33,11.0167,29.7167,82.42,53,94,8.57,overcast clouds
465,Honiara,SB,2021-05-11 06:55:33,-9.4333,159.95,80.44,84,100,3.42,overcast clouds
466,Teno,CL,2021-05-11 06:50:53,-34.8667,-71.1833,42.01,100,0,3.44,clear sky
467,Puerto Suarez,BO,2021-05-11 06:55:33,-18.95,-57.8,68.86,64,12,3.09,few clouds
468,Santa Lucia,ES,2021-05-11 06:55:33,27.9117,-15.5407,66.99,68,40,18.41,scattered clouds
469,Arman,RU,2021-05-11 06:55:34,59.7,150.1667,38.5,75,39,5.53,scattered clouds
470,Itarema,BR,2021-05-11 06:55:34,-2.9248,-39.9167,74.1,91,21,9.04,few clouds
471,Sortland,NO,2021-05-11 06:55:34,68.6949,15.4162,41.0,65,40,12.66,light rain
472,Narasannapeta,IN,2021-05-11 06:55:35,18.4167,84.05,95.05,52,3,14.74,clear sky
473,Voloshka,RU,2021-05-11 06:55:35,61.3314,40.0858,60.39,52,100,9.66,overcast clouds
474,Gobabis,NA,2021-05-11 06:55:35,-22.45,18.9667,62.31,31,0,7.67,clear sky
475,Hengyang,CN,2021-05-11 06:55:36,26.8881,112.615,81.64,77,72,6.2,broken clouds
476,Dalby,AU,2021-05-11 06:55:36,-27.1833,151.2667,77.0,47,40,4.61,scattered clouds
477,Tautira,PF,2021-05-11 06:55:36,-17.7333,-149.15,80.6,69,75,5.75,broken clouds
478,Tucupita,VE,2021-05-11 06:55:36,9.0622,-62.051,71.17,99,43,2.3,scattered clouds
479,Mercedes,AR,2021-05-11 06:55:37,-34.6515,-59.4307,43.0,78,0,1.01,clear sky
480,Vadso,NO,2021-05-11 06:55:37,70.0744,29.7487,42.8,65,0,6.91,clear sky
481,Gweta,BW,2021-05-11 06:55:37,-20.1833,25.2333,66.25,42,0,11.83,clear sky
482,Roma,US,2021-05-11 06:54:04,43.2128,-75.4557,39.99,81,1,4.5,clear sky
483,Saldanha,ZA,2021-05-11 06:55:38,-33.0117,17.9442,51.8,87,0,2.3,clear sky
484,Boa Vista,BR,2021-05-11 06:55:38,2.8197,-60.6733,77.0,88,75,3.44,broken clouds
485,Bereda,ES,2021-05-11 06:55:38,43.2686,-7.5406,44.01,97,90,8.99,overcast clouds
486,Batagay-Alyta,RU,2021-05-11 06:55:39,67.8006,130.4114,24.69,78,100,9.95,overcast clouds
487,Monticello,US,2021-05-11 06:55:39,45.3055,-93.7941,37.0,69,1,1.9,clear sky
488,Susanville,US,2021-05-11 06:55:39,40.4163,-120.653,48.2,34,1,3.44,clear sky
489,Isangel,VU,2021-05-11 06:55:40,-19.55,169.2667,80.6,83,75,15.3,broken clouds
490,Bayji,IQ,2021-05-11 06:55:40,34.9311,43.487,91.26,9,59,3.04,broken clouds
491,Stornoway,GB,2021-05-11 06:55:40,58.2093,-6.3865,48.99,93,40,11.5,scattered clouds
492,Antalaha,MG,2021-05-11 06:55:41,-14.9003,50.2788,81.23,64,69,4.56,broken clouds
493,Mildura,AU,2021-05-11 06:55:41,-34.2,142.15,60.8,41,40,12.66,scattered clouds
494,Ust-Kulom,RU,2021-05-11 06:55:41,61.6864,53.6902,54.25,44,70,3.65,broken clouds
495,Los Llanos De Aridane,ES,2021-05-11 06:55:42,28.6585,-17.9182,68.0,64,75,13.8,broken clouds
496,Vestmanna,FO,2021-05-11 06:55:42,62.1564,-7.1664,42.8,70,40,16.11,scattered clouds
497,Miyako,JP,2021-05-11 06:55:42,39.6367,141.9525,52.61,83,91,4.76,overcast clouds
498,Bilibino,RU,2021-05-11 06:55:42,68.0546,166.4372,29.39,84,81,0.96,broken clouds
499,Sangin,AF,2021-05-11 06:55:43,32.0728,64.8359,87.94,17,0,0.69,clear sky
500,Toora-Khem,RU,2021-05-11 06:55:43,52.4675,96.11,58.12,23,1,4.12,clear sky
501,Westport,US,2021-05-11 06:55:43,41.1415,-73.3579,50.0,76,1,5.75,clear sky
502,Ulaangom,MN,2021-05-11 06:55:44,49.9811,92.0667,50.94,29,100,9.8,overcast clouds
503,Dehloran,IR,2021-05-11 06:55:44,32.6941,47.2679,99.68,11,85,7.83,overcast clouds
504,Onega,RU,2021-05-11 06:55:44,63.9061,38.1404,51.03,85,100,8.5,overcast clouds
505,Chor,PK,2021-05-11 06:55:45,25.5167,69.7667,102.87,26,0,18.14,clear sky
506,Celestun,MX,2021-05-11 06:55:45,20.8667,-90.4,80.47,64,9,17.47,clear sky
507,San Rafael,AR,2021-05-11 06:55:45,-34.6177,-68.3301,48.51,60,10,5.12,clear sky
508,Rathenow,DE,2021-05-11 06:55:46,52.6066,12.337,64.0,78,100,1.99,overcast clouds
509,Mahon,ES,2021-05-11 06:55:46,39.8885,4.2658,62.6,88,0,12.66,clear sky
510,Aripuana,BR,2021-05-11 06:55:46,-9.1667,-60.6333,70.47,98,100,1.99,overcast clouds
511,Grindavik,IS,2021-05-11 06:55:46,63.8424,-22.4338,35.6,75,20,6.91,few clouds
512,Bosaso,SO,2021-05-11 06:55:47,11.2842,49.1816,88.45,60,100,4.21,overcast clouds
513,Barra Dos Coqueiros,BR,2021-05-11 06:55:47,-10.9089,-37.0386,78.8,65,75,14.97,broken clouds
514,Banepa,NP,2021-05-11 06:55:47,27.6298,85.5214,73.4,60,75,4.61,broken clouds
515,Virginia Beach,US,2021-05-11 06:54:06,36.8529,-75.978,55.99,82,40,9.78,scattered clouds
516,Kalmar,SE,2021-05-11 06:55:48,56.6616,16.3616,59.0,72,0,5.75,clear sky
517,Cascais,PT,2021-05-11 06:55:48,38.6979,-9.4215,59.0,87,20,3.44,few clouds
518,Sainte-Claire,CA,2021-05-11 06:55:48,46.6006,-70.8649,50.0,71,100,2.3,overcast clouds
519,Wisconsin Rapids,US,2021-05-11 06:55:49,44.3836,-89.8174,33.8,69,1,3.44,clear sky
520,Jishou,CN,2021-05-11 06:55:49,28.3167,109.7167,71.8,90,100,1.21,overcast clouds
521,Chapais,CA,2021-05-11 06:55:49,49.7834,-74.8492,37.4,87,90,6.91,overcast clouds
522,Pyay,MM,2021-05-11 06:55:50,18.8167,95.2167,102.92,28,54,5.93,broken clouds
523,Qujing,CN,2021-05-11 06:55:50,25.4833,103.7833,83.17,25,54,15.17,broken clouds
524,Sinnamary,GF,2021-05-11 06:55:50,5.3833,-52.95,76.73,86,91,9.33,overcast clouds
525,Ipixuna,BR,2021-05-11 06:55:51,-1.7625,-48.8043,75.2,94,75,6.91,mist
